customer_id,name,age,gender,location
C0982,Jessica Lewis,31,Male,"Pushkar Ghat, Rajahmundry, Andhra Pradesh"
C0983,Sierra Gregory,49,Male,"Miyapur, Hyderabad, Telangana"
C0984,Tara Vasquez,56,Other,"Naidupeta Road, Tirupati, Andhra Pradesh"
C0985,Daniel Martin,44,Male,"Nallacheruvu, Guntur, Andhra Pradesh"
C0986,Cynthia Lucas,19,Other,"Vidhyadharapuram, Vijayawada, Andhra Pradesh"
C0987,Jason Johnson,61,Male,"Bhavanipuram, Vijayawada, Andhra Pradesh"
C0988,Michael Johnson,64,Other,"Railway Colony, Tirupati, Andhra Pradesh"
C0989,Adam Nielsen,50,Male,"Nagole, Hyderabad, Telangana"
C0990,Cindy Adkins,69,Male,"One Town, Vijayawada, Andhra Pradesh"
C0991,Rachel Powell,48,Male,"Etukuru Road, Guntur, Andhra Pradesh"
C0992,Kyle Hughes,35,Male,"Srinivasarao Colony, Guntur, Andhra Pradesh"
C0993,Miguel Young,36,Male,"Chandragiri, Tirupati, Andhra Pradesh"
C0994,Matthew Walton,70,Other,"Venkatadri Colony, Tirupati, Andhra Pradesh"
C0995,Elizabeth Short,63,Other,"Tirupati West, Tirupati, Andhra Pradesh"
C0996,Samuel Floyd,56,Other,"Ajit Singh Nagar, Vijayawada, Andhra Pradesh"
C0997,Mr. John Pierce,33,Other,"Mangalam, Tirupati, Andhra Pradesh"
C0998,Blake Chung,20,Other,"Railpet, Guntur, Andhra Pradesh"
C0999,Daniel Huff,55,Female,"Banjara Hills, Hyderabad, Telangana"
C1000,Stanley Bartlett,36,Male,"Gachibowli, Hyderabad, Telangana"
C1001,        Lisa Frank,28,Female,"Ajit Singh Nagar, Vijayawada, Andhra Pradesh"
C1002,        ---,101,Male,Missing Address
C1003,        Tommy Oliver,        abc,Male,"Pushkar Ghat, Rajahmundry, Andhra Pradesh"
C1004,        Karen Bates,32,Alien,"Chandragiri, Tirupati, Andhra Pradesh"
C1005,        C1005,29,Female,
INVALID_ID,    Emily Watson,45,Other,"Rajahmundry Center, Rajahmundry, Andhra Pradesh"
C1006,        David Davidson,22,Female,"    #@!, Vijayawada, Andhra Pradesh"
C1007,123456,                NaN,Male,"    One Town, Vijayawada, Andhra Pradesh"
C1008,        Oliver Queen,33,Male,"    Tirupati West, Tirupati, Andhra Pradesh"
null,        null,                null,null,    null
C1009,        Emma Thompson,30,Female,"    Begumpet, Hyderabad, Telangana"
C1010,        John,-5,Male,"    Nallacheruvu, Guntur, Andhra Pradesh"
C1011,        NaN,40,Other,"    Naidupeta Road, Tirupati, Andhra Pradesh"
C1012,        William Evans,200,Female,"    Miyapur, Hyderabad, Telangana"
C1013,        Sophia Rodriguez,    abc,Unknown,"    Srinivasarao Colony, Guntur, Andhra Pradesh"
C1014,"        ,",45,Male,"    Vidhyadharapuram, Vijayawada, Andhra Pradesh"
C1015,        Michael@Brown,38,Male,    @123 Null Area
NULL,        NULL,                NULL,NULL,    NULL
C1016,        Anna White,27,Female,"    Tirupati West, Tirupati, Andhra Pradesh"
C1017,        Eric Johnson,35,Male,"    Krishna Lanka, Vijayawada, Andhra Pradesh"
C1018,        R@chel Adams,,other," Etukuru Road, Guntur, Andhra Pradesh"
C1019,        Brian Lee,29,Alien,"    Chandragiri, Tirupati, Andhra Pradesh"
C1020,        Sarah Singh,            NaN,Female,    123MainStreet
INVALID,        Carlos Martin,31,Male,"    Banjara Hills, Hyderabad, Telangana"
C1021,        Nina Patel,            Twenty Five,Female,"Pushkar Ghat, Rajahmundry, Andhra Pradesh"
C1022,        Lucas King,33,Male,"    Begumpet, Hyderabad, Telangana"
C1023,        --,                    --,--,        --
C1024,        Ava Mitchell,27,Female,
C1025,9876Eve Adams,        NaN,Female,"    Chandragiri, Tirupati, Andhra Pradesh"
C1026,        Eli Smith,45,Male,"    Miyapur, Hyderabad"
C1027,        Grace##Davis,        abc,Female,"    Venkatadri Colony, Tirupati"
C1028,        NoName,30,NotSpecified,"Rajahmundry Center, Rajahmundry"
C1029,        Oliver King,0,Male,"    Krishna Lanka, Vijayawada, Andhra Pradesh"
C1030,        James Bond,1000,Male,"    Hitech City, Hyderabad, Telangana"
null,        null,                null,null,    null
C1031,        Zara Khan,26,Female,"    Ajit Singh Nagar, Vijayawada, Andhra Pradesh"
C1032,        Emily Carter,,        Other,"    Pushkar Ghat, Rajahmundry"
C1033,        ###,                    ###,###,        ###
C1034,        Naomi Morgan,58,Fem@le,"    Srinivasarao Colony, Guntur, Andhra Pradesh"
C1035,        Lily Allen,            twenty,Male,"    Etukuru Road, Guntur"
C1036,Liam Turner,41,Male,"Pushkar Ghat, Rajahmundry, Andhra Pradesh"
C1037,NULL,NULL,NULL,NULL
C1038,Olivia Brooks,abc,Fem,"Pushkar Ghat, Rajahmundry, Andhra Pradesh"
C1039,Robert,105,Other,"Begumpet, Hyderabad, Telangana"
C1040,&&InvalidName!!,27,Male,"Unknown, XX"
C1041,Anita Kapoor,31,Female,
C1042,Thomas Edison,NaN,Alien,"Tirupati, Andhra Pradesh"
C1043,Naomi 234,45,Other,"Naidupeta Road, Tirupati, Andhra Pradesh"
C1044,Jacob Martin,-1,Male,"Vijayawada Center, Vijayawada, Andhra Pradesh"
C1045,1234567890,50,Female,"Etukuru Road, Guntur, Andhra Pradesh"
C1046,!@#$$%%^^,NaN,Female,Unknown Address
C1047,Emma Watson,34,Females,"Tirupati West, Tirupati, Andhra Pradesh"
C1048,Chris,38,Male,N/A
C1049,Michael@Johnson,29,Other,"Railway Colony, Tirupati, Andhra Pradesh"
C1050,,,,
C1051,Ava Wright,30,Female,"Chandragiri, Tirupati, Andhra Pradesh"
C1052,NaN,NaN,NaN,NaN
C1053,Zack Smith,abc123,Male,"One Town, Vijayawada, Andhra Pradesh"
C1054,Daniel,75,Male,
C1055,InvalidName@@@,22,Female,@@@
C1056,Sophia Davis,29,Robot,"Krishna Lanka, Vijayawada, Andhra Pradesh"
C1057,#Error!,42,Female,"Guntur, Andhra Pradesh"
C1058,Emma 123,Thirty,Female,"Rajahmundry, Andhra Pradesh"
C1059,No Name,999,Other,"Unknown, Unknown"
C1060,Catherine Blake,61,Male,"Tirupati Center, Tirupati, Andhra Pradesh"
C1061,Tom Hanks,NULL,NULL,NULL
C1062,123456789,45,Female,"Naidupeta Road, Tirupati, Andhra Pradesh"
C1063,NULL,NULL,NULL,"Etukuru Road, Guntur, Andhra Pradesh"
C1064,Julia Brown,38,Unknown,"Srinivasarao Colony, Guntur, Andhra Pradesh"
C1065,Jack,-55,Male,"Pushkar Ghat, Rajahmundry, Andhra Pradesh"
C1066,Olivia Green,27,Female,"Banjara Hills, Hyderabad, Telangana"
C1067,123abc!@#,30,Alien,"Tirupati West, Tirupati, Andhra Pradesh"
C1068,Chris Evans,NaN,Male,"Gachibowli, Hyderabad, Telangana"
C1069,Laura White,58,Female,
C1070,N/A,35,Other,"Etukuru Road, Guntur, Andhra Pradesh"
C1071,Emily Harris,29,Female,Unknown
C1072,NaN,NaN,NaN,NaN
C1073,Jimmy-007,?,Male,"One Town, Vijayawada, Andhra Pradesh"
C1074,Aaron Black,45,Trans,"Pushkar Ghat, Rajahmundry, Andhra Pradesh"
C1075,Sarah Connor,0,Female,"Begumpet, Hyderabad, Telangana"
C1076,NULL,NULL,NULL,NULL
C1077,Ray Cooper,150,Male,"Srinivasarao Colony, Guntur, Andhra Pradesh"
C1078,Lily Adams,33,-,"Vidhyadharapuram, Vijayawada, Andhra Pradesh"
C1079,Peter Parker,xyz,Female,"Miyapur, Hyderabad, Telangana"
C1080,Invalid_User,9999,Other,"Chandragiri, Tirupati, Andhra Pradesh"
C1081,Tina Hill,42,Female,"Krishna Lanka, Vijayawada, Andhra Pradesh"
C1082,Robert@Smith,NaN,Male,"Etukuru Road, Guntur, Andhra Pradesh"
C1083,UNKNOWN,35,Female,"Mangalam, Tirupati, Andhra Pradesh"
C1084,David3 Lee,28,Other,"One Town, Vijayawada, Andhra Pradesh"
C1085,Charlie,-5,Male,"Railpet, Guntur, Andhra Pradesh"
C1086,Anna Miles,23,Femle,"Banjara Hills, Hyderabad, Telangana"
C1087,###ERROR###,??,Unknown,"Venkatadri Colony, Tirupati, Andhra Pradesh"
C1088,Rose Clark,44,Female,"Ajit Singh Nagar, Vijayawada, Andhra Pradesh"
C1089,NULL,NULL,NULL,NULL
C1090,Evan Wright,abc,Male,"Mangalam, Tirupati, Andhra Pradesh"
C1091,Naomi Davis,27,Female,"Naidupeta Road, Tirupati, Andhra Pradesh"
C1092,Nikhil Rao,9999,Other,"Rajahmundry Center, Rajahmundry, Andhra Pradesh"
C1093,Molly_M,21,Fem@le,"Pushkar Ghat, Rajahmundry, Andhra Pradesh"
C1094,Albert Lopez,37,Other,"Tirupati West, Tirupati, Andhra Pradesh"
C1095,123456,0,NaN,"Gachibowli, Hyderabad, Telangana"
C1096,Priyanka Sharma,29,Female,"Railway Colony, Tirupati, Andhra Pradesh  "
C1097,Mike*Jordan,NaN,M@le,"Etukuru Road, Guntur, Andhra Pradesh  "
C1098,NaNaNa,-20,Unknown,Unknown Address  
C1099,Laura Kinney,26,Female,"Naidupeta Road, Tirupati, Andhra Pradesh  "
C1100,Olivia Adams,35,Female,"Pushkar Ghat, Rajahmundry, Andhra Pradesh  "
C1101,12345,22,Fem@le,"Gachibowli, Hyderabad, Telangana  "
C1102,Samuel Green,NaN,Male,"Begumpet, Hyderabad, Telangana  "
C1103,##NULL##,NULL,NULL,NULL  
C1104,Aarav Mehta,30,Male,"One Town, Vijayawada, Andhra Pradesh  "
C1105,Diana Prince,35,Female,"Rajahmundry Center, Rajahmundry, Andhra Pradesh  "
C1106,Michael$Smith,abc,Male,"Etukuru Road, Guntur, Andhra Pradesh  "
C1107,NULL,NULL,NULL,NULL  
C1108,Leela Patel,-1,Female,"Chandragiri, Tirupati, Andhra Pradesh  "
C1109,X Æ A-12,3,Other,"Vidhyadharapuram, Vijayawada, Andhra Pradesh  "
C1110,Fake Name,??,Alien,Planet Earth
